pair,acronym,description,frequency
"('T@M', 'test de alteración de memoria')",T@M,test de alteración de memoria,1
"('DG', 'dengue grave')",DG,dengue grave,1
"('ACSA', 'agencia de calidad sanitaria de andalucía')",ACSA,agencia de calidad sanitaria de andalucía,1
"('SCV', 'secreción cervicovaginal')",SCV,secreción cervicovaginal,1
"('ROP', 'retinopatía del prematuro')",ROP,retinopatía del prematuro,1
"('as', 'agricultores y sus compañeros')",as,agricultores y sus compañeros,2
"('IR', 'inferior a la recomendada')",IR,inferior a la recomendada,2
"('IFI', 'inmunofluorescencia indirecta')",IFI,inmunofluorescencia indirecta,3
"('CB', 'condiciones de bienestar')",CB,condiciones de bienestar,1
"('CN', 'complicaciones neurologicas')",CN,complicaciones neurologicas,1
"('AIT', 'ataque isquemico transitorio')",AIT,ataque isquemico transitorio,2
"('RedMIVA', 'red de vigilancia microbiológica de la comunidad valenciana')",RedMIVA,red de vigilancia microbiológica de la comunidad valenciana,1
"('TVU', 'tumores de vías urinarias')",TVU,tumores de vías urinarias,1
"('GINA', 'guías internacionales de diagnóstico y tratamiento del asma')",GINA,guías internacionales de diagnóstico y tratamiento del asma,1
"('DCP', 'desnutrición calórico-proteica')",DCP,desnutrición calórico-proteica,1
"('OD', 'ojo derecho')",OD,ojo derecho,1
"('SEAN', 'sistemas electrónicos de administración de nicotina')",SEAN,sistemas electrónicos de administración de nicotina,2
"('RICVAL', 'registro de infartos agudos de miocardio de la ciudad de valencia')",RICVAL,registro de infartos agudos de miocardio de la ciudad de valencia,1
"('LS', 'lactoséricas')",LS,lactoséricas,1
"('SEHAN', 'subescala de hábitos alimentarios en niños')",SEHAN,subescala de hábitos alimentarios en niños,2
"('ISP', 'inventario de sintomas prefrontales')",ISP,inventario de sintomas prefrontales,6
"('PEITHO', 'pulmonary embolism thrombolysis')",PEITHO,pulmonary embolism thrombolysis,1
"('CMC', 'consulta monografica de cefaleas')",CMC,consulta monografica de cefaleas,2
"('BN', 'binomial negativa')",BN,binomial negativa,1
"('AF', 'actividad física')",AF,actividad física,24
"('VGE', 'vacuna de la gripe estacional')",VGE,vacuna de la gripe estacional,1
"('STE', 'síndrome tóxico epidémico')",STE,síndrome tóxico epidémico,1
"('LCA', 'ligamento cruzado anterior')",LCA,ligamento cruzado anterior,1
"('IgIV', 'inmunoglobulina, con mayor frecuencia intravenosa')",IgIV,"inmunoglobulina, con mayor frecuencia intravenosa",1
"('copep-es', 'copeptina de elevada sensibilidad')",copep-es,copeptina de elevada sensibilidad,1
"('CHIK', 'chikunguña')",CHIK,chikunguña,2
"('GEIPC', 'grupo de estudio de infecciones en el paciente crítico')",GEIPC,grupo de estudio de infecciones en el paciente crítico,1
"('MPGC', 'medicina preventiva y gestión de calidad')",MPGC,medicina preventiva y gestión de calidad,1
"('AF', 'atención farmacéutica')",AF,atención farmacéutica,2
"('APROC', 'actividades profesionales confiables')",APROC,actividades profesionales confiables,1
"('RN', 'receptores nucleares')",RN,receptores nucleares,1
"('GT-CMP', 'grupo de trabajo sobre cirugía en las metástasis pulmonares')",GT-CMP,grupo de trabajo sobre cirugía en las metástasis pulmonares,1
"('RAD', 'reacción aguda tras consumo de drogas')",RAD,reacción aguda tras consumo de drogas,1
"('VNI', 'ventilación no invasiva')",VNI,ventilación no invasiva,1
"('RH""', 'rh segunda')","RH""",rh segunda,2
"('TI', 'técnica de ivanissevich')",TI,técnica de ivanissevich,1
"('MIPSE', ""mortalidad innecesariamente prematura y sanitariamente evitable'"")",MIPSE,mortalidad innecesariamente prematura y sanitariamente evitable',1
"('GMSI', 'gammapatías monoclonales de significado indeterminado')",GMSI,gammapatías monoclonales de significado indeterminado,1
"('SAS', 'sexual assertiveness scale')",SAS,sexual assertiveness scale,1
"('EFAM', 'evaluación funcional del adulto mayor')",EFAM,evaluación funcional del adulto mayor,2
"('GLOMANCHA', 'glomerulonefritis en castilla-la mancha')",GLOMANCHA,glomerulonefritis en castilla-la mancha,1
"('DMAE', 'degeneración macular asociada a la edad')",DMAE,degeneración macular asociada a la edad,3
"('TN', 'triple negativo')",TN,triple negativo,1
"('SUH', 'servicio urgencias hospitalario')",SUH,servicio urgencias hospitalario,1
"('CME', 'centro de materiales y esterilización')",CME,centro de materiales y esterilización,1
"('TNasa', 'termonucleasa')",TNasa,termonucleasa,1
"('MGMT', 'metilguanina-adn-metiltransferasa')",MGMT,metilguanina-adn-metiltransferasa,1
"('RN', 'recién nacido')",RN,recién nacido,3
"('SECCV', 'sociedad española de cirugía cardiovascular')",SECCV,sociedad española de cirugía cardiovascular,5
"('CIN III', 'casos de neoplasia intraepitelial grado iii')",CIN III,casos de neoplasia intraepitelial grado iii,1
"('SER', 'sociedad chilena de enfermedades respiratorias')",SER,sociedad chilena de enfermedades respiratorias,1
"('A/C', 'actividad y cronicidad')",A/C,actividad y cronicidad,1
"('R.G.E.', 'reflujo gastroesofágico')",R.G.E.,reflujo gastroesofágico,1
"('MST', 'malnutrition screening tool')",MST,malnutrition screening tool,2
"('UF', 'ultrafiltración')",UF,ultrafiltración,1
"('PGR', 'pérdida gestacional recurrente')",PGR,pérdida gestacional recurrente,1
"('CCU-112', 'coordinador de urgencias y emergencias-112')",CCU-112,coordinador de urgencias y emergencias-112,1
"('EP', 'estrés percibido')",EP,estrés percibido,2
"('FI', 'fracaso intestinal')",FI,fracaso intestinal,1
"('ESPIDEP', 'estudio piloto de derivación de pacientes con espondiloartritis precoz')",ESPIDEP,estudio piloto de derivación de pacientes con espondiloartritis precoz,1
"('MAR', 'malformaciones anorrectales')",MAR,malformaciones anorrectales,1
"('Ensanut MC', 'encuesta nacional de salud y nutrición de medio camino')",Ensanut MC,encuesta nacional de salud y nutrición de medio camino,1
"('NPI-NH', 'neuropsychiatric inventory-nursing home version')",NPI-NH,neuropsychiatric inventory-nursing home version,1
"('TEA', 'trastorno del espectro del autismo')",TEA,trastorno del espectro del autismo,1
"('CCAA', 'comunidades y ciudades autónomas')",CCAA,comunidades y ciudades autónomas,2
"('SEM', 'servicio de emergencias médicas')",SEM,servicio de emergencias médicas,1
"('HSA', 'hemorragia subaracnoidea')",HSA,hemorragia subaracnoidea,1
"('DN', 'desnutrición')",DN,desnutrición,1
"('SAD', 'sistemas automatizados de dispensaci&oacute;n')",SAD,sistemas automatizados de dispensaci&oacute;n,1
"('FLANC', 'federación latinoamericana de neurocirugía')",FLANC,federación latinoamericana de neurocirugía,1
"('PAAF', 'punción-aspiración con aguja fina')",PAAF,punción-aspiración con aguja fina,2
"('cLDL', 'colesterol ldl')",cLDL,colesterol ldl,2
"('TES', 'técnico de emergencias sanitarias')",TES,técnico de emergencias sanitarias,1
"('D-D', 'dimero-d')",D-D,dimero-d,1
"('CI', 'control de ingestas')",CI,control de ingestas,2
"('ECAVIPEP', 'escala de calidad de vida para pacientes epilepticos pediatricos')",ECAVIPEP,escala de calidad de vida para pacientes epilepticos pediatricos,1
"('MDA', 'malondialdehído')",MDA,malondialdehído,2
"('ENN', 'edulcorantes no nutritivos')",ENN,edulcorantes no nutritivos,1
"('IGU', 'infecciones genitourinarias')",IGU,infecciones genitourinarias,1
"('TAP', 'teoría de la acción planificada')",TAP,teoría de la acción planificada,1
"('VD', 'volumen testicular diferencial')",VD,volumen testicular diferencial,1
"('IMC', 'introducción: el índice de masa corporal')",IMC,introducción: el índice de masa corporal,1
"('EDC', 'ecografía doppler color')",EDC,ecografía doppler color,2
"('TE', 'tablero espinal')",TE,tablero espinal,1
"('PVMD', 'programa de ventilación mecánica domiciliaria')",PVMD,programa de ventilación mecánica domiciliaria,1
"('EC', 'estenosis carotidea')",EC,estenosis carotidea,1
"('EK2', 'egen klassifikation 2')",EK2,egen klassifikation 2,1
"('SEPAR', 'sociedad española de neumología y cirugía torácica')",SEPAR,sociedad española de neumología y cirugía torácica,3
"('EA', 'enfermedad de alzheimer')",EA,enfermedad de alzheimer,4
"('OD', 'oxigenoterapia domiciliaria')",OD,oxigenoterapia domiciliaria,1
"('CM', 'cáncer de mama')",CM,cáncer de mama,3
"('HC', 'hidratos de carbono')",HC,hidratos de carbono,1
"('LAL', 'leucemia aguda linfoblástica')",LAL,leucemia aguda linfoblástica,1
"('DMT2', 'diabetes mellitus tipo 2')",DMT2,diabetes mellitus tipo 2,4
"('LIEBG', 'lesión intraepitelial escamosa de bajo grado')",LIEBG,lesión intraepitelial escamosa de bajo grado,1
"('SDOM', 'síndrome de disfunción orgánica múltiple')",SDOM,síndrome de disfunción orgánica múltiple,1
"('CCU', 'cáncer de cuello uterino')",CCU,cáncer de cuello uterino,1
"('SIDA', 'síndrome de inmunodeficiencia humana adquirida')",SIDA,síndrome de inmunodeficiencia humana adquirida,1
"('CV', 'calcificación vascular')",CV,calcificación vascular,1
"('CAT', 'comisaría general de abastecimientos y transportes')",CAT,comisaría general de abastecimientos y transportes,1
"('SENPE', 'sociedad espanola de nutricion parenteral y enteral')",SENPE,sociedad espanola de nutricion parenteral y enteral,1
"('Decapoda', 'distribución espacial y temporal del cangrejo callinectes sapidus')",Decapoda,distribución espacial y temporal del cangrejo callinectes sapidus,1
"('PEF', 'pedagogía en educación física')",PEF,pedagogía en educación física,1
"('EPI', 'enteropatógeno infantil')",EPI,enteropatógeno infantil,1
"('HICI', 'hipertension intracraneal idiopatica')",HICI,hipertension intracraneal idiopatica,1
"('FETI', 'fetal endosc6pica')",FETI,fetal endosc6pica,1
"('PSH', 'púrpura de schönlein-henoch')",PSH,púrpura de schönlein-henoch,1
"('STC', 'síndrome del túnel del carpo')",STC,síndrome del túnel del carpo,1
"('AFP', 'alpha-fetoproteína')",AFP,alpha-fetoproteína,1
"('PM10', 'particulado de diámetro menor a 10 micrones')",PM10,particulado de diámetro menor a 10 micrones,1
"('BNB', 'bateria neuropsicologica breve')",BNB,bateria neuropsicologica breve,1
"('SVGE', 'sistema de vigilancia de la gripe en españa')",SVGE,sistema de vigilancia de la gripe en españa,1
"('FRR', 'función renal residual')",FRR,función renal residual,1
"('GOB', 'gravedad de la obstrucción bronquial')",GOB,gravedad de la obstrucción bronquial,1
"('ERI', 'equipo de respuesta inmediata')",ERI,equipo de respuesta inmediata,1
"('NO', 'neuritis optica')",NO,neuritis optica,1
"('BBAQ', 'barriers to being active quiz')",BBAQ,barriers to being active quiz,1
"('T.V.S.I.', 'tumores vesicales iniciales superficiales')",T.V.S.I.,tumores vesicales iniciales superficiales,1
"('BICI', 'bomba de infusión continua de insulina')",BICI,bomba de infusión continua de insulina,2
"('SOL', 'sueño de ondas lentas')",SOL,sueño de ondas lentas,1
"('MONIN', 'monitoreo nacional de indicadores nutricionales')",MONIN,monitoreo nacional de indicadores nutricionales,1
"('ESO', 'educación secundaria obligatoria')",ESO,educación secundaria obligatoria,3
"('FID', 'federación internacional de diabetes')",FID,federación internacional de diabetes,1
"('LIHC', 'lesiones isquémico hemorrágicas cerebrales')",LIHC,lesiones isquémico hemorrágicas cerebrales,1
"('PCR', 'proteína c reactiva')",PCR,proteína c reactiva,4
"('PAAF', 'punción aspiración con aguja fina')",PAAF,punción aspiración con aguja fina,2
"('LBA', 'lavado broncoalveolar')",LBA,lavado broncoalveolar,1
"('NYHA', 'new yorl health asosiation')",NYHA,new yorl health asosiation,1
"('RISC II', 'revised injury severity classification score ii')",RISC II,revised injury severity classification score ii,1
"('RHAI', 'reacción de hemaglutinación indirecta')",RHAI,reacción de hemaglutinación indirecta,1
"('EQUIHP', 'european quality instrument for health promotion')",EQUIHP,european quality instrument for health promotion,2
"('CSA', 'ciclosporina a')",CSA,ciclosporina a,1
"('PSRs', 'puntuaciones sumarias recientes')",PSRs,puntuaciones sumarias recientes,1
"('SEM', 'servicios de emergencias médicas')",SEM,servicios de emergencias médicas,1
"('GLI', 'global de función pulmonar')",GLI,global de función pulmonar,1
"('GBA', 'glucemia basal alterada')",GBA,glucemia basal alterada,2
"('DM1', 'diabetes mellitus 1')",DM1,diabetes mellitus 1,1
"('DR', 'dificultad respiratoria')",DR,dificultad respiratoria,1
"('TIC', 'tecnologías de la información y comunicación')",TIC,tecnologías de la información y comunicación,2
"('ATP', 'angioplastía transluminal percutánea')",ATP,angioplastía transluminal percutánea,1
"('IC-SOHO', 'intercontinental schizophrenia outpatient health outcomes')",IC-SOHO,intercontinental schizophrenia outpatient health outcomes,1
"('NACS', 'neumonía asociada al cuidado sanitario')",NACS,neumonía asociada al cuidado sanitario,1
"('PNED', 'progetto nazionale emorragia digestiva')",PNED,progetto nazionale emorragia digestiva,1
"('BSSS', 'búsqueda de sensaciones')",BSSS,búsqueda de sensaciones,1
"('cHDL', 'colesterol hdl')",cHDL,colesterol hdl,2
"('CR', 'cefalea en racimos')",CR,cefalea en racimos,1
"('CIRH', 'centro de investigación en reproducción humana')",CIRH,centro de investigación en reproducción humana,1
"('TAES', 'tratamiento acortado estrictamente supervisado')",TAES,tratamiento acortado estrictamente supervisado,1
"('NIAD', 'número de ingestas alimentarias diarias')",NIAD,número de ingestas alimentarias diarias,1
"('RSN', 'riesgo séptico nutricional')",RSN,riesgo séptico nutricional,1
"('LIEAG', 'lesión intraepitelial escamosa de alto grado')",LIEAG,lesión intraepitelial escamosa de alto grado,1
"('IVUCU', 'infección de vías urinarias asociada a catéter urinario')",IVUCU,infección de vías urinarias asociada a catéter urinario,1
"('ADE', 'ancho de distribución eritrocitario')",ADE,ancho de distribución eritrocitario,1
"('EBA', 'evaluación breve de la afasia')",EBA,evaluación breve de la afasia,1
"('MINI', 'mini international neuropsychiatric interview')",MINI,mini international neuropsychiatric interview,1
"('BEDS', 'bipolar eating disorder scale')",BEDS,bipolar eating disorder scale,1
"('TCC', 'terapia cognitivo-conductual')",TCC,terapia cognitivo-conductual,1
"('EW', 'enfermedad de wilson')",EW,enfermedad de wilson,1
"('p=&lt', 'puntuación de dieta mediterránea según el nivel de estudios')",p=&lt,puntuación de dieta mediterránea según el nivel de estudios,1
"('MN', 'meningitis neonatal')",MN,meningitis neonatal,1
"('DE', 'de 80,1 años')",DE,"de 80,1 años",1
"('CEIm', 'con medicamentos')",CEIm,con medicamentos,1
"('CGD', 'colecistogammagrafía dinámica')",CGD,colecistogammagrafía dinámica,1
"('SAHS', 'síndrome de apneas-hipopneas del sueño')",SAHS,síndrome de apneas-hipopneas del sueño,1
"('RAFI', 'reducción abierta y fijación interna')",RAFI,reducción abierta y fijación interna,1
"('zIMC', 'z del índice de masa corporal')",zIMC,z del índice de masa corporal,1
"('DNO', 'dispepsia no organica')",DNO,dispepsia no organica,1
"('TGO', 'transaminasa glutamico oxalacetica')",TGO,transaminasa glutamico oxalacetica,1
"('SAETA', 'sistema asesor de estrategia terapéutica')",SAETA,sistema asesor de estrategia terapéutica,1
"('LNI', 'lesión no intencionada')",LNI,lesión no intencionada,1
"('GEP', 'gastrostomía endoscópica percutánea')",GEP,gastrostomía endoscópica percutánea,2
"('Vit-D', 'vitamina d')",Vit-D,vitamina d,1
"('CHMSS', 'complejo hospitalario metropolitano del seguro social')",CHMSS,complejo hospitalario metropolitano del seguro social,2
"('MIS', 'memory impairment screen')",MIS,memory impairment screen,2
"('G6FD', 'glucosa-6-fosfato dehidrogenasa eritrocítica')",G6FD,glucosa-6-fosfato dehidrogenasa eritrocítica,2
"('CIE', 'contrainmunoelectroforesis')",CIE,contrainmunoelectroforesis,1
"('UCAD', 'unidad de conductas adictivas')",UCAD,unidad de conductas adictivas,1
"('MS', 'miembro superior')",MS,miembro superior,1
"('EPA', 'eicosapentanoico 20:5 n3')",EPA,eicosapentanoico 20:5 n3,1
"('ECOE', 'evaluación clínica objetiva y estructurada')",ECOE,evaluación clínica objetiva y estructurada,1
"('SUN', 'seguimiento universidad de navarra')",SUN,seguimiento universidad de navarra,1
"('DCI', 'desnutrición crónica infantil')",DCI,desnutrición crónica infantil,4
